Temperature,Humidity,Air_Pressure,Wind_Speed,Weather_Condition
21.44,51.0,987.32,12.26,Cloudy
26.47,42.55,1001.79,15.72,Partly Cloudy
36.59,24.43,1011.56,1.1,Sunny
17.87,86.55,1007.88,1.5,Rainy
0.65,57.83,982.06,37.98,Stormy
22.38,52.16,971.78,14.5,Cloudy
22.53,57.41,978.69,28.6,Partly Cloudy
30.12,31.4,1000.97,3.34,Sunny
27.69,94.55,985.84,11.77,Rainy
3.87,84.49,965.45,46.88,Stormy
13.26,50.44,976.11,12.87,Cloudy
20.17,38.15,1023.42,11.03,Partly Cloudy
35.6,27.35,1019.45,15.0,Sunny
28.04,92.8,985.46,15.07,Rainy
14.35,51.17,976.9,34.36,Stormy
18.37,63.99,994.55,18.26,Cloudy
29.2,52.09,1029.24,13.0,Partly Cloudy
31.57,24.11,991.15,5.7,Sunny
23.98,87.41,995.46,7.04,Rainy
4.74,80.58,956.64,35.06,Stormy
10.63,52.18,974.6,10.29,Cloudy
14.91,56.2,974.28,15.92,Partly Cloudy
38.7,33.74,992.22,13.87,Sunny
19.94,72.18,1009.76,17.4,Rainy
6.99,83.32,983.56,33.89,Stormy
13.0,64.09,1014.69,10.15,Cloudy
25.65,32.3,1003.48,20.95,Partly Cloudy
35.3,11.75,996.74,8.76,Sunny
15.99,74.05,996.55,10.43,Rainy
2.43,76.76,995.63,30.31,Stormy
19.64,52.21,960.39,12.26,Cloudy
18.46,62.09,989.72,20.64,Partly Cloudy
31.17,17.03,1000.57,11.96,Sunny
27.49,95.4,983.54,15.87,Rainy
3.18,86.92,997.42,30.27,Stormy
16.61,69.43,1002.11,12.64,Cloudy
29.44,54.61,981.5,5.51,Partly Cloudy
36.75,12.39,985.64,8.62,Sunny
24.05,90.61,985.74,15.48,Rainy
14.62,63.55,985.15,48.57,Stormy
20.29,70.43,973.43,18.03,Cloudy
21.25,58.01,1039.78,5.84,Partly Cloudy
25.98,12.34,1009.72,2.05,Sunny
24.34,79.74,988.29,4.31,Rainy
12.99,79.31,997.23,41.49,Stormy
11.86,55.13,1019.34,20.88,Cloudy
10.99,58.15,998.85,12.68,Partly Cloudy
27.31,35.2,982.55,4.35,Sunny
19.6,74.83,990.33,0.23,Rainy
4.51,96.68,965.53,37.21,Stormy
17.1,66.85,1008.52,12.85,Cloudy
27.43,60.3,1020.59,7.17,Partly Cloudy
25.32,27.82,1014.53,8.77,Sunny
18.2,72.72,997.98,14.44,Rainy
2.59,51.41,970.41,41.65,Stormy
20.59,74.3,996.63,11.66,Cloudy
23.65,69.37,1033.39,26.79,Partly Cloudy
29.53,32.52,1014.04,10.17,Sunny
18.76,98.62,988.03,2.6,Rainy
1.65,82.38,971.89,31.89,Stormy
21.11,73.98,1003.52,13.03,Cloudy
23.8,30.43,991.36,14.97,Partly Cloudy
37.53,21.71,980.45,5.29,Sunny
22.48,98.47,1007.64,3.62,Rainy
2.78,58.17,989.45,30.12,Stormy
11.91,66.14,974.85,11.39,Cloudy
17.2,40.97,1005.78,29.48,Partly Cloudy
26.86,21.18,1017.28,13.15,Sunny
20.91,90.97,973.51,14.25,Rainy
14.59,76.87,974.92,33.75,Stormy
19.51,67.71,999.12,10.39,Cloudy
20.97,53.8,984.53,10.21,Partly Cloudy
29.14,31.35,1004.25,12.69,Sunny
19.43,97.36,999.75,7.9,Rainy
1.43,62.85,997.84,36.21,Stormy
14.95,55.69,1008.41,14.13,Cloudy
16.61,46.57,1000.36,15.28,Partly Cloudy
32.56,34.44,1012.77,11.97,Sunny
16.52,93.99,974.81,2.49,Rainy
14.22,90.97,977.62,47.5,Stormy
24.84,68.32,996.77,21.32,Cloudy
14.64,36.68,1023.17,13.62,Partly Cloudy
27.03,19.45,994.35,14.48,Sunny
25.47,85.93,1008.75,18.06,Rainy
7.68,95.28,970.22,34.61,Stormy
13.49,69.87,990.06,19.88,Cloudy
23.72,30.89,973.78,18.32,Partly Cloudy
27.87,28.98,1002.09,8.79,Sunny
19.54,89.2,1003.18,19.96,Rainy
12.58,77.87,959.67,43.63,Stormy
24.06,56.36,975.36,12.24,Cloudy
24.73,46.26,974.39,26.87,Partly Cloudy
33.37,19.93,993.76,4.35,Sunny
21.83,80.11,991.92,15.47,Rainy
10.12,64.72,976.44,46.8,Stormy
11.02,52.35,993.37,19.59,Cloudy
14.23,59.81,1015.24,28.08,Partly Cloudy
27.53,32.54,983.35,8.48,Sunny
23.28,81.65,1003.78,0.09,Rainy
7.8,60.86,987.17,30.86,Stormy
22.47,75.14,1009.97,12.29,Cloudy
22.61,30.57,1029.36,23.07,Partly Cloudy
32.97,31.92,983.77,7.93,Sunny
19.37,99.18,1004.28,14.67,Rainy
14.01,67.34,995.04,36.5,Stormy
20.99,72.09,961.1,15.42,Cloudy
10.39,69.88,978.55,18.57,Partly Cloudy
36.86,16.04,999.4,9.11,Sunny
17.4,93.36,981.97,4.22,Rainy
8.37,70.52,996.01,47.6,Stormy
17.25,60.78,979.53,14.01,Cloudy
20.89,62.2,991.75,9.75,Partly Cloudy
32.13,12.07,1008.05,7.78,Sunny
22.45,79.01,1006.19,1.81,Rainy
13.05,68.84,994.03,44.58,Stormy
11.56,74.95,1000.93,10.48,Cloudy
12.67,55.43,1016.38,23.67,Partly Cloudy
35.8,29.79,1010.65,8.63,Sunny
18.91,97.37,970.73,7.33,Rainy
10.93,71.36,951.24,31.32,Stormy
19.73,78.95,993.11,17.6,Cloudy
16.37,40.27,971.47,11.82,Partly Cloudy
31.74,15.94,983.49,10.77,Sunny
28.42,98.1,994.72,1.06,Rainy
11.11,55.5,983.49,45.59,Stormy
20.89,78.56,1004.29,20.4,Cloudy
15.23,66.99,982.57,27.62,Partly Cloudy
29.69,13.9,1013.07,0.04,Sunny
27.48,77.87,1005.39,13.83,Rainy
9.99,68.27,952.97,46.6,Stormy
12.56,61.17,996.02,17.23,Cloudy
13.97,35.62,978.63,26.58,Partly Cloudy
25.47,39.31,987.94,1.65,Sunny
23.65,72.4,994.1,17.01,Rainy
0.72,89.99,969.72,33.19,Stormy
12.64,77.56,966.64,23.0,Cloudy
20.88,31.56,1002.51,25.44,Partly Cloudy
35.89,24.66,1014.4,1.81,Sunny
28.65,95.39,998.33,16.36,Rainy
8.16,83.76,978.03,37.11,Stormy
18.53,57.72,986.42,14.21,Cloudy
12.46,42.87,1029.64,14.53,Partly Cloudy
36.22,15.26,996.98,1.72,Sunny
17.08,88.52,994.3,4.27,Rainy
7.12,93.17,958.71,30.38,Stormy
19.78,51.6,1018.8,19.14,Cloudy
19.41,47.2,1010.11,7.27,Partly Cloudy
38.95,28.77,987.36,8.44,Sunny
17.0,70.53,995.22,12.97,Rainy
8.76,59.17,980.17,31.13,Stormy
19.14,66.62,999.32,23.43,Cloudy
27.01,69.23,1038.34,24.31,Partly Cloudy
39.35,36.02,1009.1,1.13,Sunny
15.74,95.13,989.59,16.29,Rainy
4.69,69.88,985.01,48.31,Stormy
11.32,75.84,1007.58,14.73,Cloudy
17.1,31.86,971.1,16.93,Partly Cloudy
26.43,15.82,1013.87,8.57,Sunny
24.5,75.62,1003.15,17.36,Rainy
7.85,95.63,992.24,44.63,Stormy
21.01,53.16,976.25,11.0,Cloudy
10.17,36.33,1031.63,11.0,Partly Cloudy
39.55,27.92,989.49,7.46,Sunny
18.29,99.52,1003.89,0.52,Rainy
14.22,86.05,954.12,43.41,Stormy
19.7,56.56,1005.51,11.31,Cloudy
19.79,30.4,1037.81,23.79,Partly Cloudy
27.38,20.25,986.42,11.5,Sunny
15.88,95.21,1007.69,13.53,Rainy
3.19,68.0,973.86,42.09,Stormy
20.03,66.63,981.08,23.36,Cloudy
11.63,48.65,1024.29,6.52,Partly Cloudy
35.58,34.59,1006.43,0.19,Sunny
17.7,80.26,979.35,19.25,Rainy
9.77,64.85,996.48,44.81,Stormy
14.27,61.37,971.97,24.57,Cloudy
20.35,65.84,994.25,26.52,Partly Cloudy
25.81,39.46,1016.48,5.45,Sunny
26.62,92.57,1006.05,6.15,Rainy
6.98,93.25,988.93,37.87,Stormy
22.69,51.41,1006.92,13.1,Cloudy
15.72,49.73,1001.48,18.01,Partly Cloudy
33.17,19.95,987.01,11.53,Sunny
21.0,85.18,995.79,18.19,Rainy
10.61,52.27,991.93,49.79,Stormy
17.09,79.09,992.84,16.89,Cloudy
16.63,56.3,986.09,7.62,Partly Cloudy
25.41,18.77,995.83,8.28,Sunny
19.39,99.52,981.67,8.82,Rainy
1.55,63.03,952.42,41.19,Stormy
21.27,55.87,982.07,10.25,Cloudy
26.79,61.2,974.43,14.12,Partly Cloudy
39.33,21.76,1001.05,5.33,Sunny
23.94,99.34,1009.9,15.49,Rainy
6.06,74.72,967.84,49.71,Stormy
20.62,63.47,960.73,17.81,Cloudy
29.68,50.92,982.77,5.55,Partly Cloudy
30.32,37.55,1019.86,14.18,Sunny
25.94,86.74,993.63,10.78,Rainy
10.61,70.94,983.46,32.43,Stormy
13.99,75.08,1014.22,18.09,Cloudy
10.63,67.08,1019.14,15.35,Partly Cloudy
33.98,22.89,998.61,13.3,Sunny
17.42,73.11,970.11,6.28,Rainy
2.21,61.0,950.56,34.54,Stormy
14.99,50.95,996.47,18.53,Cloudy
11.94,53.8,1039.91,28.61,Partly Cloudy
25.04,33.86,994.14,0.95,Sunny
19.44,79.65,990.93,13.22,Rainy
11.24,62.3,966.09,36.17,Stormy
15.44,79.99,1006.68,24.62,Cloudy
23.86,46.25,997.28,17.21,Partly Cloudy
31.25,34.85,998.6,4.43,Sunny
26.62,95.63,986.82,13.36,Rainy
0.88,76.47,952.25,30.58,Stormy
19.19,59.1,1004.55,23.44,Cloudy
12.79,58.98,1006.02,7.8,Partly Cloudy
34.77,28.28,1000.63,13.9,Sunny
22.82,99.72,990.37,2.32,Rainy
7.06,59.12,979.86,43.86,Stormy
17.03,52.93,988.12,11.22,Cloudy
23.64,61.61,1037.37,8.72,Partly Cloudy
32.99,27.03,1016.9,9.41,Sunny
17.18,83.09,996.19,14.01,Rainy
12.95,59.03,997.58,31.18,Stormy
24.76,75.73,999.62,21.02,Cloudy
11.45,31.66,977.12,7.18,Partly Cloudy
33.21,16.46,1014.41,6.69,Sunny
25.43,89.59,982.79,4.86,Rainy
5.14,89.83,979.31,35.07,Stormy
22.27,51.64,1001.95,16.59,Cloudy
24.63,67.1,1022.5,16.05,Partly Cloudy
27.26,34.19,998.43,1.13,Sunny
25.79,78.76,971.96,18.06,Rainy
7.25,64.05,985.82,47.72,Stormy
10.0,70.64,1006.02,13.15,Cloudy
19.79,33.57,1022.27,26.19,Partly Cloudy
26.62,34.49,1010.86,5.2,Sunny
25.35,70.0,1007.27,11.01,Rainy
9.31,83.23,978.07,47.14,Stormy
19.15,77.23,994.94,12.57,Cloudy
28.27,57.27,1018.95,29.64,Partly Cloudy
26.13,22.86,989.56,9.46,Sunny
27.1,98.99,988.18,15.72,Rainy
13.76,84.17,962.14,42.16,Stormy
24.55,79.63,998.54,23.3,Cloudy
14.01,39.84,1036.7,8.38,Partly Cloudy
27.87,22.62,1003.58,9.06,Sunny
19.38,97.62,1006.6,7.84,Rainy
6.51,85.12,983.15,37.65,Stormy
16.21,60.44,974.12,16.87,Cloudy
23.73,59.68,1024.52,14.37,Partly Cloudy
36.47,10.2,999.08,11.91,Sunny
24.45,84.22,995.79,18.14,Rainy
8.5,89.99,999.04,44.11,Stormy
18.6,51.12,982.47,18.48,Cloudy
25.94,47.52,1037.2,11.79,Partly Cloudy
36.17,22.57,999.44,12.04,Sunny
19.44,72.9,990.81,10.58,Rainy
11.96,98.42,952.77,41.83,Stormy
20.22,79.57,1016.56,20.69,Cloudy
20.44,36.46,996.89,19.63,Partly Cloudy
35.88,29.06,1008.56,6.44,Sunny
25.91,74.31,976.5,3.26,Rainy
13.36,53.8,990.08,34.67,Stormy
17.03,77.48,995.16,13.15,Cloudy
15.68,66.82,999.9,19.67,Partly Cloudy
31.9,21.35,988.93,10.29,Sunny
25.77,78.25,1001.56,17.09,Rainy
13.81,58.06,965.2,47.21,Stormy
12.98,50.1,1012.25,14.9,Cloudy
18.29,47.85,1029.38,13.45,Partly Cloudy
38.38,28.51,1001.09,4.88,Sunny
18.66,88.72,987.88,18.21,Rainy
7.37,75.59,970.84,45.79,Stormy
16.37,58.08,1011.72,18.95,Cloudy
21.83,54.43,1020.32,12.83,Partly Cloudy
25.51,34.32,985.16,10.83,Sunny
16.23,81.26,972.52,10.44,Rainy
9.8,58.57,968.58,48.6,Stormy
16.64,74.08,1015.63,24.62,Cloudy
27.97,42.7,1037.38,25.31,Partly Cloudy
37.56,10.46,1018.17,11.67,Sunny
26.52,72.45,979.3,19.25,Rainy
7.51,69.89,992.0,31.75,Stormy
16.25,61.27,980.99,14.62,Cloudy
14.2,36.92,1014.83,27.98,Partly Cloudy
32.63,18.94,986.37,12.45,Sunny
29.57,80.47,981.64,12.03,Rainy
11.63,72.77,981.5,44.33,Stormy
24.41,54.95,1019.84,15.88,Cloudy
24.46,52.9,1004.07,22.45,Partly Cloudy
30.94,13.78,999.56,7.83,Sunny
18.03,98.07,979.1,8.18,Rainy
2.32,76.79,965.38,39.79,Stormy
13.37,51.61,1006.75,19.62,Cloudy
16.81,31.9,1030.59,9.24,Partly Cloudy
38.96,24.36,993.62,11.13,Sunny
28.15,81.12,986.29,8.66,Rainy
13.83,84.63,962.38,33.7,Stormy
13.46,57.91,973.81,19.88,Cloudy
12.32,45.49,1013.75,12.27,Partly Cloudy
25.98,12.45,985.04,12.54,Sunny
24.87,71.94,985.64,5.57,Rainy
8.67,76.14,974.06,36.29,Stormy
12.07,72.27,1012.79,24.16,Cloudy
11.17,59.6,1020.86,28.68,Partly Cloudy
28.79,32.27,982.19,9.47,Sunny
20.26,93.07,1004.53,7.3,Rainy
7.88,55.87,970.85,37.22,Stormy
12.75,76.83,968.89,19.54,Cloudy
27.8,66.48,1025.53,9.4,Partly Cloudy
37.26,18.3,1016.9,10.64,Sunny
26.78,72.55,993.31,16.42,Rainy
12.92,51.43,996.96,30.87,Stormy
19.22,70.8,966.44,10.72,Cloudy
25.7,45.39,977.5,24.07,Partly Cloudy
37.74,27.62,986.45,0.23,Sunny
25.51,86.5,996.03,16.26,Rainy
6.51,56.23,997.0,40.91,Stormy
19.23,78.0,1015.9,18.58,Cloudy
15.95,69.88,1017.66,15.21,Partly Cloudy
33.4,22.48,1015.53,7.24,Sunny
27.35,95.21,1002.97,14.44,Rainy
12.82,69.36,955.73,46.85,Stormy
17.47,53.82,966.92,12.39,Cloudy
25.02,58.43,984.27,26.17,Partly Cloudy
29.22,33.79,999.55,10.97,Sunny
20.72,80.41,1003.65,0.71,Rainy
14.62,82.41,971.62,42.56,Stormy
11.84,65.42,1019.11,13.53,Cloudy
24.45,47.4,1015.67,10.12,Partly Cloudy
32.06,39.4,987.81,9.55,Sunny
23.63,86.95,994.6,10.04,Rainy
0.25,95.0,991.35,33.48,Stormy
16.2,73.12,1018.8,24.27,Cloudy
27.99,36.33,1034.01,26.96,Partly Cloudy
30.65,21.84,998.4,9.84,Sunny
18.91,70.69,975.65,8.8,Rainy
4.23,88.23,955.33,48.35,Stormy
23.43,77.26,1004.38,11.6,Cloudy
18.76,35.26,1039.14,13.33,Partly Cloudy
33.78,33.38,1016.82,11.33,Sunny
25.12,83.98,994.22,1.88,Rainy
13.26,77.19,952.01,48.4,Stormy
17.34,76.06,1011.41,22.24,Cloudy
11.23,39.88,1031.29,27.47,Partly Cloudy
31.87,23.2,987.01,14.53,Sunny
18.2,75.73,996.43,4.86,Rainy
14.08,50.55,950.29,40.1,Stormy
17.32,54.9,989.67,16.17,Cloudy
27.81,30.37,1038.34,20.61,Partly Cloudy
27.28,11.4,1001.52,3.52,Sunny
19.52,77.35,996.01,11.07,Rainy
1.17,76.33,989.56,31.62,Stormy
23.35,67.35,1017.04,12.22,Cloudy
29.87,55.77,1009.72,17.88,Partly Cloudy
25.35,38.19,1005.76,1.37,Sunny
15.31,71.52,994.38,12.28,Rainy
7.5,65.34,976.59,40.33,Stormy
10.29,58.47,963.19,23.5,Cloudy
24.5,69.84,991.15,26.96,Partly Cloudy
34.05,23.59,988.9,11.08,Sunny
28.56,77.06,977.02,13.92,Rainy
14.65,87.5,964.23,38.4,Stormy
15.76,75.56,1006.28,18.83,Cloudy
15.5,67.52,1015.73,29.26,Partly Cloudy
33.7,34.64,1012.52,5.06,Sunny
29.46,70.66,1000.75,19.31,Rainy
5.08,82.41,978.11,45.23,Stormy
22.99,68.09,1008.95,14.68,Cloudy
14.57,47.23,1017.44,9.68,Partly Cloudy
35.21,21.82,1011.82,0.55,Sunny
25.02,89.49,1007.64,14.27,Rainy
11.94,95.23,983.75,35.8,Stormy
23.05,72.43,985.47,20.66,Cloudy
27.35,69.03,1036.66,13.13,Partly Cloudy
31.33,13.29,989.9,13.24,Sunny
20.41,88.62,996.64,15.64,Rainy
2.74,65.24,972.42,37.3,Stormy
24.74,75.05,988.78,23.19,Cloudy
16.95,61.43,985.66,24.31,Partly Cloudy
31.85,13.22,990.93,6.03,Sunny
26.24,72.19,996.38,14.32,Rainy
9.81,88.03,958.91,41.74,Stormy
24.12,68.32,996.68,21.05,Cloudy
16.66,58.02,1034.14,5.27,Partly Cloudy
38.05,16.56,998.24,12.79,Sunny
27.36,96.76,1007.62,8.94,Rainy
9.85,69.52,967.54,38.63,Stormy
21.15,65.04,1008.84,21.18,Cloudy
10.41,55.21,1000.56,16.42,Partly Cloudy
37.28,26.43,1015.42,10.69,Sunny
23.29,92.64,971.53,0.54,Rainy
1.25,71.88,961.77,49.69,Stormy
18.13,69.87,976.73,14.83,Cloudy
16.71,57.95,1003.16,17.94,Partly Cloudy
33.88,33.06,983.61,11.65,Sunny
23.45,90.07,983.1,8.19,Rainy
3.47,98.96,974.85,49.92,Stormy
17.35,56.59,990.45,10.59,Cloudy
28.1,62.74,1020.81,20.25,Partly Cloudy
33.7,39.9,991.12,11.7,Sunny
23.72,99.28,1003.11,19.97,Rainy
8.82,60.23,975.18,44.22,Stormy
21.62,50.02,990.3,13.53,Cloudy
27.5,36.12,1016.65,11.65,Partly Cloudy
30.35,38.22,989.62,1.43,Sunny
16.04,85.14,995.67,6.55,Rainy
10.35,53.05,992.87,46.33,Stormy
24.78,78.1,981.37,15.99,Cloudy
24.92,35.36,991.98,7.96,Partly Cloudy
31.82,26.56,988.45,0.4,Sunny
25.79,70.6,1008.94,4.43,Rainy
9.96,71.74,952.98,39.44,Stormy
17.75,75.64,1003.94,11.19,Cloudy
14.18,42.48,978.15,16.42,Partly Cloudy
39.76,25.44,1009.68,10.24,Sunny
27.75,76.47,1000.15,17.63,Rainy
2.57,67.34,998.51,45.62,Stormy
14.24,66.92,984.26,17.35,Cloudy
17.1,41.17,1017.23,24.46,Partly Cloudy
38.11,14.66,1012.91,3.82,Sunny
21.41,97.04,988.18,3.94,Rainy
2.4,73.65,988.13,49.94,Stormy
21.81,76.31,1004.87,23.43,Cloudy
11.53,67.2,997.75,28.04,Partly Cloudy
26.14,31.46,1009.43,14.95,Sunny
26.53,81.48,992.29,7.33,Rainy
2.94,62.43,961.1,40.98,Stormy
23.59,77.38,963.29,11.2,Cloudy
14.9,40.2,976.64,14.71,Partly Cloudy
33.82,27.34,1001.74,5.08,Sunny
25.6,94.79,983.85,1.71,Rainy
4.44,56.87,973.37,33.12,Stormy
16.94,56.63,1004.32,10.41,Cloudy
21.09,36.78,970.07,26.73,Partly Cloudy
35.07,12.97,1006.56,9.17,Sunny
22.1,82.58,1005.48,4.9,Rainy
5.97,66.46,988.56,48.33,Stormy
22.75,73.93,1019.21,20.46,Cloudy
25.02,69.31,970.49,20.85,Partly Cloudy
36.08,37.53,1015.35,12.63,Sunny
29.19,86.12,970.28,0.22,Rainy
8.17,71.76,972.56,38.01,Stormy
23.77,60.78,1011.37,23.54,Cloudy
19.99,47.88,1023.27,22.7,Partly Cloudy
29.93,13.08,990.59,1.97,Sunny
19.42,77.85,995.51,19.09,Rainy
10.29,96.33,989.21,44.56,Stormy
16.21,59.74,1010.78,23.58,Cloudy
19.04,30.36,1025.48,12.13,Partly Cloudy
25.15,34.15,1000.7,10.28,Sunny
28.72,86.24,990.13,5.81,Rainy
4.58,89.83,972.45,33.27,Stormy
11.42,64.19,987.9,19.8,Cloudy
19.42,35.74,1005.55,27.67,Partly Cloudy
27.39,30.69,1003.75,11.23,Sunny
17.26,98.25,994.84,16.94,Rainy
3.7,86.97,989.05,37.95,Stormy
15.76,69.73,965.6,21.03,Cloudy
10.86,37.62,1016.49,7.46,Partly Cloudy
39.58,36.05,1005.05,12.29,Sunny
28.31,77.78,1003.98,3.9,Rainy
6.2,77.91,985.69,30.6,Stormy
14.36,68.26,981.44,21.63,Cloudy
23.03,39.38,980.22,20.73,Partly Cloudy
31.76,15.07,993.05,4.55,Sunny
16.62,86.41,1000.55,11.51,Rainy
12.39,56.38,971.78,42.19,Stormy
20.14,70.87,1003.74,19.77,Cloudy
11.88,57.81,1020.73,29.84,Partly Cloudy
35.4,30.6,1000.59,13.02,Sunny
29.95,93.37,994.5,1.58,Rainy
10.9,85.43,988.78,32.49,Stormy
19.81,58.87,1005.62,13.61,Cloudy
23.68,41.8,970.63,20.83,Partly Cloudy
26.7,29.78,1017.02,14.54,Sunny
18.54,94.28,984.14,18.01,Rainy
11.81,53.7,970.36,36.75,Stormy
21.78,62.31,1001.08,19.04,Cloudy
29.51,67.51,999.94,23.09,Partly Cloudy
37.44,36.97,982.73,4.53,Sunny
19.8,83.03,976.77,9.92,Rainy
9.95,74.87,983.29,31.33,Stormy
23.14,78.17,997.07,23.22,Cloudy
12.63,61.9,978.34,15.2,Partly Cloudy
29.86,27.57,992.06,9.56,Sunny
20.51,95.82,995.36,4.31,Rainy
5.04,92.37,969.32,40.72,Stormy
19.73,60.43,977.64,17.13,Cloudy
14.3,41.37,974.35,12.6,Partly Cloudy
29.81,38.85,1003.59,11.81,Sunny
15.68,73.2,1002.58,12.47,Rainy
2.86,70.24,976.93,46.87,Stormy
10.91,67.9,1003.02,24.67,Cloudy
26.14,41.05,1019.67,24.08,Partly Cloudy
35.95,34.6,1016.15,1.48,Sunny
16.57,93.89,980.09,1.17,Rainy
6.02,90.99,956.33,43.44,Stormy
10.05,53.29,981.05,11.25,Cloudy
26.92,64.56,1022.89,11.06,Partly Cloudy
32.85,15.53,991.25,7.74,Sunny
26.03,72.84,981.87,18.53,Rainy
6.44,96.94,999.57,40.53,Stormy
14.32,73.72,969.56,13.78,Cloudy
25.7,47.35,984.11,21.28,Partly Cloudy
35.99,13.75,991.08,3.32,Sunny
20.7,92.9,998.55,13.25,Rainy
0.09,57.11,961.16,35.44,Stormy
12.2,62.31,964.51,21.25,Cloudy
25.75,52.97,976.28,27.25,Partly Cloudy
39.48,16.07,1008.19,12.63,Sunny
23.1,79.7,989.14,10.25,Rainy
6.01,96.49,987.19,34.83,Stormy
18.78,70.66,968.41,15.38,Cloudy
28.11,52.69,985.19,8.07,Partly Cloudy
32.77,26.43,993.38,9.46,Sunny
16.03,74.35,991.85,1.24,Rainy
13.21,57.11,983.7,37.82,Stormy
16.0,72.95,989.97,20.88,Cloudy
20.1,53.72,1023.25,20.18,Partly Cloudy
34.23,33.68,1017.96,5.65,Sunny
23.66,72.59,984.35,8.24,Rainy
12.53,75.67,986.55,30.38,Stormy
16.97,77.04,973.46,10.47,Cloudy
18.67,58.18,1001.81,16.5,Partly Cloudy
35.05,17.63,1010.08,2.3,Sunny
20.94,89.68,1003.13,15.83,Rainy
10.83,67.95,956.12,34.34,Stormy
22.97,75.72,1017.09,11.14,Cloudy
20.74,55.95,1019.75,21.1,Partly Cloudy
36.55,20.78,987.18,3.07,Sunny
15.18,80.51,973.67,6.43,Rainy
9.42,94.72,991.98,35.05,Stormy
12.01,55.79,1018.26,18.24,Cloudy
13.65,63.63,997.66,27.48,Partly Cloudy
28.91,21.8,1000.2,13.39,Sunny
28.03,87.23,978.87,8.07,Rainy
14.63,80.39,989.05,39.0,Stormy
17.98,62.87,1002.18,22.77,Cloudy
20.15,49.23,993.82,9.43,Partly Cloudy
39.09,19.48,1012.03,10.73,Sunny
26.86,98.1,994.93,17.96,Rainy
2.52,81.34,988.61,35.43,Stormy
21.11,73.35,1009.87,14.69,Cloudy
23.63,42.17,1021.73,16.57,Partly Cloudy
33.96,22.48,986.48,2.67,Sunny
16.16,88.54,1003.95,0.42,Rainy
0.99,72.87,986.89,33.15,Stormy
14.07,56.96,983.94,13.37,Cloudy
17.05,59.14,1012.77,7.03,Partly Cloudy
34.57,24.31,1017.38,4.34,Sunny
25.89,91.93,978.86,18.06,Rainy
7.37,83.94,957.29,35.16,Stormy
18.79,59.57,989.98,15.61,Cloudy
22.81,49.49,970.32,21.24,Partly Cloudy
31.33,20.25,983.77,3.31,Sunny
18.36,98.06,987.3,0.84,Rainy
2.08,53.95,979.44,33.73,Stormy
17.48,61.1,1008.23,14.81,Cloudy
19.17,58.85,1000.33,24.83,Partly Cloudy
34.93,22.32,1000.16,14.51,Sunny
24.92,97.15,977.15,9.66,Rainy
13.63,66.13,998.38,31.94,Stormy
23.54,63.36,964.42,23.19,Cloudy
15.04,30.89,979.51,21.48,Partly Cloudy
39.67,13.34,998.48,2.71,Sunny
26.18,73.54,979.59,3.93,Rainy
8.29,93.66,975.55,31.16,Stormy
18.45,73.93,967.93,11.09,Cloudy
13.76,59.84,1011.42,18.51,Partly Cloudy
28.74,19.97,1018.64,3.61,Sunny
28.52,87.42,974.93,9.35,Rainy
14.23,70.93,993.17,35.13,Stormy
18.56,75.32,1015.24,17.29,Cloudy
22.79,30.12,987.73,11.97,Partly Cloudy
26.4,18.39,992.84,14.53,Sunny
25.03,82.78,1009.52,3.06,Rainy
7.14,82.35,952.78,44.34,Stormy
11.5,54.21,969.58,23.93,Cloudy
23.66,56.22,1008.88,12.32,Partly Cloudy
34.31,22.3,985.82,10.34,Sunny
16.94,75.72,1002.71,13.2,Rainy
9.46,70.91,969.81,43.81,Stormy
21.1,65.31,1018.16,24.34,Cloudy
18.25,62.82,1008.03,17.79,Partly Cloudy
25.82,27.22,1016.02,11.7,Sunny
26.79,74.8,984.34,4.66,Rainy
4.74,78.98,968.24,41.21,Stormy
16.58,58.6,965.72,23.38,Cloudy
10.23,30.07,1027.88,29.92,Partly Cloudy
35.91,10.46,989.07,14.58,Sunny
27.13,87.0,979.47,0.29,Rainy
0.31,80.6,951.09,49.87,Stormy
12.75,71.32,969.3,18.1,Cloudy
11.61,60.67,1010.94,7.15,Partly Cloudy
37.73,26.41,1016.86,13.75,Sunny
28.81,72.33,974.84,19.75,Rainy
7.31,61.91,988.48,35.29,Stormy
20.91,75.12,1007.06,14.11,Cloudy
18.03,46.53,1004.39,9.18,Partly Cloudy
31.79,25.32,1001.27,12.3,Sunny
22.76,76.92,996.53,15.95,Rainy
4.79,82.27,957.35,36.84,Stormy
23.64,77.34,994.52,20.54,Cloudy
27.08,68.34,1004.29,19.04,Partly Cloudy
31.23,12.16,996.91,11.86,Sunny
27.07,96.77,972.06,10.54,Rainy
1.61,60.04,995.01,39.94,Stormy
21.38,51.93,985.01,20.11,Cloudy
12.67,43.03,974.52,21.28,Partly Cloudy
39.56,34.81,1018.98,12.68,Sunny
27.83,87.32,990.73,8.13,Rainy
12.27,59.1,952.81,48.96,Stormy
10.06,79.3,1003.73,14.93,Cloudy
23.96,62.72,987.18,24.27,Partly Cloudy
37.07,17.48,981.68,3.06,Sunny
18.01,71.96,999.04,7.6,Rainy
13.27,62.61,972.66,42.78,Stormy
23.16,65.74,982.41,23.01,Cloudy
16.2,33.18,1001.15,24.63,Partly Cloudy
25.46,27.58,1003.78,13.93,Sunny
19.3,78.37,987.62,7.14,Rainy
